,source,author,title,description,url,urlToImage,publishedAt,content
235,"{'id': None, 'name': 'Ctvnews.ca'}",Brooklyn Neustaeter,the undecided canadian voters weigh in on federal leaders debate ctv news,the undecided canadian voters weigh in on federal leaders debate ctv news well that was helpful maclean s 5 key moments from the federal leaders debate cbc ca kelly mcparland only scheer and trudeau can win and it s harder for scheer national post what,https://election.ctvnews.ca/the-undecided-canadian-voters-weigh-in-on-federal-leaders-debate-1.4629077,https://www.ctvnews.ca/polopoly_fs/1.4628733.1570507215!/httpImage/image.jpg_gen/derivatives/landscape_620/image.jpg,2019-10-08T14:51:00Z,toronto following a night of personal attacks and memorable one liners ctv news checked in with a group of undecided voters to see how the leaders performances in the first official english language debate may have swayed their vote although their reaction 
236,"{'id': None, 'name': 'Thefrisky.com'}",Wendy Stokes,sarah levy net worth career bio,if you ever watched schitts creek then you have probably noticed a character named twyla sands who is appearing on the show sarah levy portrays her the post sarah levy net worth career bio appeared first on the frisky ,https://thefrisky.com/sarah-levy-net-worth-career-bio/,https://thefrisky.com/wp-content/uploads/2019/10/Sarah-Levy.jpg,2019-10-19T19:33:08Z,if you ever watched schitts creek then you have probably noticed a character named twyla sands who is appearing on the show sarah levy portrays her and she is the main subject of our article today bio sarah levys zodiac sign is virgo as she was born 
237,"{'id': None, 'name': 'Globalnews.ca'}",bbritneffglobal,ridings to watch atlantic canada a region up for grabs after 2015 liberal wave global news,ridings to watch atlantic canada a region up for grabs after 2015 liberal wave global news political strategists give advice to canadian party leaders ahead of debates federal election global news the kitchens on fire and scheer wont grab the fire exti,http://globalnews.ca/news/5943737/ridings-to-watch-atlantic-canada/,https://shawglobalnews.files.wordpress.com/2019/09/decision-canada-logo-16x9.jpg?quality=70&strip=all&w=720&h=379&crop=1,2019-10-06T13:00:42Z,atlantic canada is shaping up to be an interesting turf war to watch on election night once a mix of blue and red with a few specks of orange all 32 seats across the regions four provinces went to the liberal party in the red wave of 2015 four years la 
238,"{'id': None, 'name': 'Archinect.com'}",Justine Testado,in the fractured 21st century we can respond to a human yearning to come together bahai temple of south america by hariri pontarini architects wins 2019 raic international prize,built at the foot of the andes near santiago chile thebahai temple of south america by hariri pontarini architects has attracted over 1 4 million visitors since opening in 2016 tonight during an awards ceremony in toronto the raic announced the temple a,https://archinect.com/news/article/150166780/in-the-fractured-21st-century-we-can-respond-to-a-human-yearning-to-come-together-baha-i-temple-of-south-america-by-hariri-pontarini-architects-wins-2019-raic-international-prize,https://archinect.imgix.net/uploads/0c/0c7eeeb7d2e7a0b7a393272a263f0b11.jpg?fit=crop&auto=compress%2Cformat&w=1200,2019-10-26T02:00:00Z,built at the foot of the andes near santiago chile thebahai temple of south america by hariri pontarini architects has attracted over 1 4 million visitors since opening in 2016 tonight during an awards ceremony in toronto the raic announced the temple as 
239,"{'id': None, 'name': 'Businesswire.com'}",,vbi vaccines announces late breaker poster presentation at the liver meeting 2019,cambridge mass business wire vbiv vbi vaccines inc nasdaq vbiv vbi a commercial stage biopharmaceutical company developing next generation infectious disease and immuno oncology vaccines today announced that the companys abstract titled ,https://www.businesswire.com/news/home/20191022005273/en/VBI-Vaccines-Announces-Late-Breaker-Poster-Presentation-Liver,https://mms.businesswire.com/media/20191022005273/en/751273/23/VBI_Logo_New-Blue-1500.jpg,2019-10-22T12:10:36Z,cambridge mass business wire vbi vaccines inc nasdaq vbiv vbi a commercial stage biopharmaceutical company developing next generation infectious disease and immuno oncology vaccines today announced that the companys abstract titled rapid incr 
240,"{'id': None, 'name': 'Vancouversun.com'}",Stephen Snelgrove,jenny weitzman confusion at the fish counter how to eat fish responsibly,opinion when did eating fish and chips get so complicated consumers must now weigh geography catch method and species in their food order ,https://vancouversun.com/opinion/op-ed/jenny-weitzman-confusion-at-the-fish-counter-how-to-eat-fish-responsibly,https://postmediavancouversun2.files.wordpress.com/2019/10/245547299-costco110218-2-w.jpg,2019-10-26T01:00:36Z,it now seems absurd that anyone once believed the ocean was inexhaustible fish stocks are in dismal shape and scientists say overfishing is a global problem with potentially irreversible consequences to ecosystems and human livelihoods sustainability has b 
241,"{'id': None, 'name': 'Wattsupwiththat.com'}",Kip Hansen,modern scientific controversies part 7 the meat war,guest essay by kip hansen 10 october 2019 prologue this is part of an occasional series of essays that discusses ongoing scientific controversies a specific type of which are often referred to in the science press and elsewhere as wars for instance o,https://wattsupwiththat.com/2019/10/10/modern-scientific-controversies-part-7-the-meat-war/,https://i0.wp.com/wattsupwiththat.com/wp-content/uploads/2019/10/The_Meat_War.jpg?fit=420%2C240&ssl=1,2019-10-10T13:00:29Z,guest essay by kip hansen 10 october 2019 prologue this is part of an occasional series of essays that discusses ongoing scientific controversies a specific type of which are often referred to in the science press and elsewhere as wars for instan 
242,"{'id': None, 'name': 'Vancouverisawesome.com'}",Jeremy Hainsworth,priest sexual assault allegations civil case starts in vancouver,a 42 year old case of allegations of sexual assault by a kamloops priest against a grieving woman is being heard in b c supreme court ,https://www.vancouverisawesome.com/2019/10/07/priest-sexual-assault-civil-case-vancouver/,https://assets.vancouverisawesome.com/wp-content/uploads/2019/10/07145353/rosemary-anderson.jpg,2019-10-07T21:54:34Z,rosemary anderson at b c supreme court on mon oct 7 2019 photo by jeremy hainsworth glacier media a 42 year old case of allegations of sexual assault by a kamloops priest against a grieving woman and the dioceses responsibility in the situation is not a 
243,"{'id': None, 'name': 'Governmentslaves.news'}",newsguy76,ny times scientist who discredited meat guidelines didnt report past food industry ties,an unexpected new study challenged decades of nutrition advice and gave consumers the green light to eat more red and processed meat but the study didnt disclose that the lead author has past tie,https://governmentslaves.news/2019/10/10/ny-times-scientist-who-discredited-meat-guidelines-didnt-report-past-food-industry-ties/,https://s0.wp.com/i/blank.jpg,2019-10-10T17:24:26Z,an unexpected new study challenged decades of nutrition advice and gave consumers the green light to eat more red and processed meat but the study didnt disclose that the lead author has past ties to the global meat and food industry dalhousie univ 
244,"{'id': None, 'name': 'Kdnuggets.com'}",mtdearing,intro to adversarial machine learning and generative adversarial networks,in this crash course on gans we explore where they fit into the pantheon of generative models how they ve changed over time and what the future has in store for this area of machine learning ,https://www.kdnuggets.com/2019/10/adversarial-machine-learning-generative-adversarial-networks.html,https://www.kdnuggets.com/wp-content/uploads/Martin-intro-to-GANs_fig3.jpg,2019-10-23T16:00:08Z,by andrew martin head of data at looka formerly logojoy machine learning is an ever evolving field so it can be easy to feel like you re out of the loop on the latest developments changing the world this week one of those emerging areas that have been 
245,"{'id': None, 'name': 'Thestar.com'}",The Canadian Press,scientist responds to critique of industry ties after publishing study on red meat,bradley johnston said it has been almost five years since he received money from the international life sciences institute an industry trade group and he has cut all ties since ,https://www.thestar.com/news/canada/2019/10/05/scientist-responds-to-critique-of-industry-ties-after-publishing-study-on-red-meat.html,https://images.thestar.com/aYjkhXmQyHNgyM1lLEVYs59ekcM=/1200x841/smart/filters:cb(1570297646727)/https://www.thestar.com/content/dam/thestar/news/canada/2019/10/05/scientist-responds-to-critique-of-industry-ties-after-publishing-study-on-red-meat/red_meat_fallout.jpg,2019-10-05T17:47:26Z,halifax a canadian researcher who co led a study that challenges well worn advice to limit meat consumption has responded to criticisms he should have disclosed past ties to the global meat and food industry dalhousie universitys bradley johnston said sat 
246,"{'id': 'cbc-news', 'name': 'CBC News'}",Michelle McQuigge,zero tolerance policies aimed at stopping bullying not working experts say,the shocking death of a 14 year old ontario boy who was stabbed outside his high school raises questions about the effectiveness of the anti bullying campaigns that have gained prominence in canada in recent years those with expertise in the matter said thur,https://www.cbc.ca/news/canada/toronto/ontario-schools-bullying-1.5317251,https://i.cbc.ca/1.4906740.1542295079!/fileImage/httpImage/image.jpg_gen/derivatives/16x9_620/sextortion-cyber-bullying.jpg,2019-10-10T22:56:10Z,the shocking death of a 14 year old ontario boy who was stabbed outside his high school raises questions about the effectiveness of the anti bullying campaigns that have gained prominence in canada in recent years those with expertise in the matter said thur 
247,"{'id': None, 'name': 'Livemint.com'}",IANS,from phones to tesla cars lithium ion batteries come of age,the li ion technology is currently the best performing technology for energy storage based on batteries li ion batteries are used in small electronics and are also the best options for electric cars,https://www.livemint.com/companies/news/from-phones-to-tesla-cars-lithium-ion-batteries-come-of-age-11570626526734.html,https://images.livemint.com/img/2019/10/09/600x338/940751d5b05c4cdc8215652dbd68f086-940751d5b05c4cdc8215652dbd68f086-1_1570626723969_1570626742970.jpg,2019-10-09T13:13:58Z,new delhi be it smartphones notebooks or electric cars lithium ion batteries have revolutionized our world laying the foundation for a wireless fossil fuel free society the royal swedish academy of sciences said on wednesday while awarding the 2019 no 
248,"{'id': None, 'name': 'Npr.org'}",Barbara Mantel,canada s decision to make public more clinical trial data puts pressure on fda,the u s food and drug administration treats most data it gets on the development of new drugs and medical devices as confidential to companies critics say making the data public would help patients ,https://www.npr.org/sections/health-shots/2019/10/11/769348119/canadas-decision-to-make-public-more-clinical-trial-data-puts-pressure-on-fda,https://media.npr.org/assets/img/2019/10/11/gettyimages-1028359450_wide-4425db183a7ce43bf95f650a27efe8699d57d024.jpg?s=1400,2019-10-11T18:18:25Z,already health canada has posted safety and efficacy data online for four newly approved drugs it plans to release reports for another 13 drugs and three medical devices approved or rejected since march teerapat seedafong eyeem getty images last march c 
249,"{'id': 'cbc-news', 'name': 'CBC News'}",Jonathon Gatehouse,what lies beneath 3 things to watch for in the election results,the federal election outcome seems uncertain but the forces that will shape the results are clear enough ,https://www.cbc.ca/news/politics/finding-meaning-in-canada-election-1.5327310,https://i.cbc.ca/1.5324912.1571339325!/fileImage/httpImage/image.jpg_gen/derivatives/16x9_620/sign-vote-cast-ballot-whoever-you-want-ottawa-federal-election-2019.jpg,2019-10-21T08:00:06Z,forty one days it was the length of the latest tour of 80 s rockers tears for fears and the purported duration of a religiously motivated fast by a nigerian university student he ended up in hospital it s exactly how long a florida man spent in cu 
250,"{'id': None, 'name': 'Dailymail.co.uk'}",By Ian Fletcher For The Daily Mail,sales of rashers plunge by more than 1m a week last year,supermarket sales dropped 56 8million in the last year to july figures from analysts kantar show total sales fell 4 7 per cent to 1 2billion own label bacon sales were down 6 per cent ,https://www.dailymail.co.uk/news/article-7544405/Sales-rashers-PLUNGE-1m-week-year.html,https://i.dailymail.co.uk/1s/2019/10/06/23/19373896-0-image-a-76_1570401868780.jpg,2019-10-06T22:46:43Z,its been a staple of the traditional british breakfast for decades but it seems bacon is finally losing its sizzle as sales of rashers plunged by more than 1million a week last year concerns over cancer links and the rise of vegetarianism are believed to 
251,"{'id': 'cbc-news', 'name': 'CBC News'}",The Canadian Press,n s names committee members to advise on ecological forest management,the committee will advise the minister of lands and forestry and help residents understand forestry decisions ,https://www.cbc.ca/news/canada/nova-scotia/nova-scotia-forest-advisory-committee-1.5326155,https://i.cbc.ca/1.5234660.1564763407!/fileImage/httpImage/image.jpg_gen/derivatives/16x9_620/annapolis-county-crown-land-forest.jpg,2019-10-18T16:48:43Z,nova scotia s lands and forestry minister has appointed 14 people to an advisory committee on ecological forest management those appointed by iain rankin represent environmental groups industry the mi kmaq and academia rankin says the committee will hel 
252,"{'id': 'cbc-news', 'name': 'CBC News'}",CBC News,giving blood pressure and other essential medicines free improves health trial shows,giving people free medications helps makes them healthier a canadian randomized trial proves ,https://www.cbc.ca/news/health/medications-free-persaud-1.5312530,https://i.cbc.ca/1.5312541.1570482684!/fileImage/httpImage/image.jpg_gen/derivatives/16x9_620/beulah-jarvis.jpg,2019-10-07T22:34:53Z,when people who couldn t afford essential medications to lower blood pressure or control diabetes received the treatments free their health improved according to a randomized trial that could inform canada s pharmacare discussion medicines are not univers 
253,"{'id': None, 'name': 'Discovermagazine.com'}",Jennifer Walter,new battery could charge an electric car in 10 minutes,a new design for lithium ion batteries could dramatically reduce charging times credit buffaloboy shutterstock forget the 10 hours it can take to charge your tesla model x a new battery created by researchers at penn state can complete a charge in as l,https://blogs.discovermagazine.com/blog/2019/10/30/new-battery-could-charge-an-electric-car-in-10-minutes/,http://blogs.discovermagazine.com/d-brief/files/2019/10/Electric-Vehicle.jpg,2019-10-30T21:12:28Z,a new design for lithium ion batteries could dramatically reduce charging times credit buffaloboy shutterstock forget the 10 hours it can take to charge your tesla model x a new battery created by researchers at penn state can complete a charge in as 
254,"{'id': 'cbc-news', 'name': 'CBC News'}",Brett Ruskin,sinkhole investigation launched on trans canada highway near oxford,last month a cbc news investigation showed indications that the trans canada highway near oxford n s was built over a sinkhole now the provincial government has launched its own investigation ,https://www.cbc.ca/news/canada/nova-scotia/oxford-trans-canada-highway-sinkhole-nova-scotia-investigation-1.5313416,https://i.cbc.ca/1.5313433.1570623622!/fileImage/httpImage/image.jpg_gen/derivatives/16x9_620/oxford-sinkhole-drilling-investigation.jpg,2019-10-09T15:00:00Z,the nova scotiagovernment has launched an investigation into possible sinkhole activity beneath the trans canada highway near the town of oxford a key transportation link between the province and the rest of canada this comes twoweeks after cbc news publ 
255,"{'id': 'the-times-of-india', 'name': 'The Times of India'}",IANS,from phones to tesla cars lithium ion batteries come of age,the li ion technology is currently the best performing technology for energy storage based on batteries ,https://economictimes.indiatimes.com/news/science/from-phones-to-tesla-cars-lithium-ion-batteries-come-of-age/articleshow/71505459.cms,"https://img.etimg.com/thumb/msid-71505581,width-1070,height-580,imgsize-838112,overlay-economictimes/photo.jpg",2019-10-09T11:58:29Z,new delhi be it smartphones notebooks or electric cars lithium ion batteries have revolutionized our world laying the foundation for a wireless fossil fuel free society the royal swedish academy of sciences said on wednesday while awarding the 2019 nobe 
256,"{'id': None, 'name': 'Stuff.co.nz'}",LAURA REILEY,study showing there s no need to cut red meat has link to beef industry,researchers who rocked the nutrition world are slammed for not revealing funding ,https://www.stuff.co.nz/business/farming/116616865/study-showing-theres-no-need-to-cut-red-meat-has-link-to-beef-industry,https://resources.stuff.co.nz/content/dam/images/1/x/f/i/l/v/image.related.StuffLandscapeSixteenByNine.1420x800.1xfi5d.png/1571175496920.jpg,2019-10-15T21:38:16Z,the nutrition research group whose recent study drew heavy attention for downplaying the risks of red meat has received funding from a university programme partially backed by the beef industry the study in the well respected annals of internal medicine ro 
257,"{'id': None, 'name': 'Lrb.co.uk'}",Neal Ascherson,neal ascherson max beaverbrooks mediations,its a disgusting case her face lights up whenever that animated little deformity so much as turns to her this was diana manners writing to her fianc duff cooper in 1919 her was venetia montagu the light of herbert asquiths life when he was prim,https://www.lrb.co.uk/v41/n20/neal-ascherson/ask-anyone-in-canada,https://cdn.lrb.co.uk/assets/covers/q/cov4120.jpg?1571082738,2019-10-16T23:05:17Z,its a disgusting case her face lights up whenever that animated little deformity so much as turns to her this was diana manners writing to her fianc duff cooper in 1919 her was venetia montagu the light of herbert asquiths life when he was prime minist 
258,"{'id': 'cbc-news', 'name': 'CBC News'}",David Burke,candidates are scrubbing their digital pasts but is that ethical ,some candidates running for office have taken to erasing unwanted bits of their online history while some political hopefuls shut down social media accounts but is it the ethical thing to do ,https://www.cbc.ca/news/canada/nova-scotia/social-media-election-ethics-politics-1.5314878,https://i.cbc.ca/1.5314968.1570643036!/fileImage/httpImage/image.jpg_gen/derivatives/16x9_620/deleting-twitter.jpg,2019-10-13T09:00:00Z,a little editing here and a bit of deleting there some candidates running foroffice have taken to scrubbing away unwanted bits of their online history while some political hopefuls shut down social media accounts but is that ethical of course candidat 
259,"{'id': 'cbc-news', 'name': 'CBC News'}",Emma Smith,hey barack grade 9 student invites former president to her after school program,thirteen year old eve wedderburn posted a video on twitter asking barack obama to visit her after school program when he s in the city next month ,https://www.cbc.ca/news/canada/nova-scotia/eve-wedderburn-grade-9-barack-obama-african-nova-scotian-youth-stem-1.5339776,https://i.cbc.ca/1.5339778.1572372730!/fileImage/httpImage/image.jpg_gen/derivatives/16x9_620/eve-wedderburn.jpg,2019-10-29T19:56:13Z,a halifax teenhas sent a special invitationto her role model barack obama who s visiting the city next month eve wedderburn agrade 9 student at oxford junior high school posted a video on twitter asking the former u s president to join her on a tour 
260,"{'id': 'cbc-news', 'name': 'CBC News'}",Jonathon Gatehouse,history suggests andrew scheer s interprovincial free trade promise is destined to fail,conservative leader andrew scheer has already set a date for a premiers meeting on interprovincial free trade but the cross country barriers will be difficult to dismantle ,https://www.cbc.ca/news/politics/scheer-provincial-free-trade-challenges-1.5321887,https://i.cbc.ca/1.5321916.1571173730!/fileImage/httpImage/image.jpg_gen/derivatives/16x9_620/fedelxn-campaign-20191015.jpg,2019-10-16T08:00:13Z,the date has been set even if the formal invitations have yet to be sent out now all that remains is for andrew scheer to find a way to deliver on a promise that has eluded every canadian prime minister since confederation on tuesday the conservative l 
261,"{'id': 'cbc-news', 'name': 'CBC News'}",Sophia Harris,beyond meat drops claims that eating meat ups risk of heart disease cancer,beyond meat has dropped from its website statistics about the health risks of eating meat the move follows criticism from experts about the company s health claims but beyond meat said it s simply updating its site ,https://www.cbc.ca/news/business/beyond-meat-health-risks-cattle-farmers-a-w-1.5316407,https://i.cbc.ca/1.4513626.1570736593!/fileImage/httpImage/image.jpg_gen/derivatives/16x9_620/beyond-meat-burger.jpg,2019-10-13T08:00:00Z,beyond meat has dropped from its websitescary statistics about the health risks of eating meat that had been posted for months the move follows complaints from critics that beyond meat wasmarketing its vegetarian burger as healthier than meat without the 
262,"{'id': None, 'name': 'Seekingalpha.com'}",Matt Bohlsen,lithium miners news for the month of october 2019,lithium prices were generally slightly lower in september lithium market news demand crash on the ev highway hits battery metals goldman sachs says investor,https://seekingalpha.com/article/4299084-lithium-miners-news-month-october-2019,https://static.seekingalpha.com/uploads/2019/10/24/37628986-15718979764367988.png,2019-10-25T14:15:33Z,welcome to the october 2019 edition of the lithium miner news this past month saw generally slightly lower lithium prices and some forecasts that lithium prices could go even lower not helped by the recent ev sales slowdown and lithium oversupply there was 
263,"{'id': None, 'name': 'Nationalobserver.com'}",The Canadian Press,scientist responds to critique of industry ties after publishing study on red meat,a canadian researcher who co led a study that challenges well worn advice to limit meat consumption has responded to criticisms he should have disclosed past ties to the global meat and food industry ,https://www.nationalobserver.com/2019/10/07/news/scientist-responds-critique-industry-ties-after-publishing-study-red-meat,https://www.nationalobserver.com/sites/nationalobserver.com/files/img/2019/10/05/cpt10122897.jpg,2019-10-07T13:02:36Z,a canadian researcher who co led a study that challenges well worn advice to limit meat consumption has responded to criticisms he should have disclosed past ties to the global meat and food industry dalhousie university s bradley johnston said saturday tha 
264,"{'id': 'cbc-news', 'name': 'CBC News'}",Jessica Deer,underfunded and under resourced indigenous police services struggle with mmiwg cases,three reports published this year call on structural and funding changes to indigenous policing as many forces struggle to meet their communities safety and security needs ,https://www.cbc.ca/news/indigenous/mmiwg-indigenous-policing-program-1.5339727,https://i.cbc.ca/1.5339732.1572384776!/fileImage/httpImage/image.jpg_gen/derivatives/16x9_620/tiffany-morrison-sign.jpg,2019-10-30T08:00:00Z,chronic underfunding anda lack of resourcesand access to training has hampered the ability ofindigenous police forces to properly investigate violence against indigenous women and girls it s one of the many findings of the national inquiry into missing a 
265,"{'id': 'cbc-news', 'name': 'CBC News'}",Carolyn Ray,nova scotia s only fertility clinic now offering egg storage,women who think they may want to have a baby in the future can finally have their eggs stored in nova scotia s only fertility clinic and while the option comes at a steep cost advocates say it opens doors for more families ,https://www.cbc.ca/news/canada/nova-scotia/halifax-fertility-clinic-offering-egg-storage-1.5331438,https://i.cbc.ca/1.5331453.1571789530!/fileImage/httpImage/image.jpg_gen/derivatives/16x9_620/embryology-lab.jpg,2019-10-23T09:00:00Z,women who think they may want to have a baby in the future can now have their eggs stored in nova scotia s only fertility clinic and while the option comes at a steep cost advocates say it opens doors for more families we ve received over 20 calls in th 
266,"{'id': 'cbc-news', 'name': 'CBC News'}",Richard Cuthbertson,delays likely as protest monday morning expected to shut down macdonald bridge,buses are being rerouted and commuters crossing halifax harbour will likely face lengthy delays monday morning as environmental activists move to close down the macdonald bridge one of the citys most important traffic arteries ,https://www.cbc.ca/news/canada/nova-scotia/macdonald-bridge-halifax-climate-change-1.5310569,https://i.cbc.ca/1.4902943.1542129467!/fileImage/httpImage/image.jpg_gen/derivatives/16x9_620/foggy-macdonald-bridge-dartmouth.jpg,2019-10-06T18:51:05Z,a climate change protest monday morning onthe macdonald bridgeis expected to cause headaches for thousands of people trying to make their way from dartmouth to downtown halifax buses are being reroutedand there is thepotential of gridlock as traffic shi 
267,"{'id': None, 'name': 'Nationalpost.com'}",Chris Selley,chris selley in the internet age all political candidates have moved into glass houses,as more people enter politics with searchable records of their entire lives available to their opponents we approach a mutually assured destruction scenario,https://nationalpost.com/news/politics/election-2019/chris-selley-in-the-internet-age-all-political-candidates-have-moved-into-glass-houses,https://nationalpostcom.files.wordpress.com/2019/10/jaime.jpg,2019-10-07T22:51:39Z,by refusing this week to jettison jaime battiste the liberal candidate in sydney victoria n s justin trudeau almost looked like he was finally throwing in the towel on the feminist progressive persona he deployed to such effect leading up to 2015 after 
268,"{'id': None, 'name': 'Nba.com'}",,sacramento kings announce basketball operations additions and promotions,the sacramento kings announced today staff additions and promotions within the basketball operations department for the 2019 20 nba season ,https://www.nba.com/kings/news/sacramento-kings-announce-basketball-operations-additions-and-promotions,https://www.nba.com/kings/sites/kings/files/releasegeneric_lrg_2_7.jpg?cw=700&ch=500&w=906&h=500&x=103&y=0,2019-10-10T21:27:43Z,the sacramento kings announced today staff additions and promotions within the basketball operations department for the 2019 20 nba season new additions include craig slaunwhite as head of performance tommy brice and aisling toolan as physical therapists 
269,"{'id': 'cbc-news', 'name': 'CBC News'}",Patrick Butler,offshore oil exploration in n l often occurs without wildlife monitoring,oil and gas exploration using powerful air guns shown to be harmful to marine life regularly occurs off the province s coast without environmental monitoring ,https://www.cbc.ca/news/canada/newfoundland-labrador/offshore-oil-exploration-environemental-monitoring-1.5322388,https://i.cbc.ca/1.5322391.1571225348!/fileImage/httpImage/image.jpg_gen/derivatives/16x9_620/california-whale.jpg,2019-10-16T12:30:00Z,oil and gas exploration using powerful air guns shown to be harmful to marine life regularly occurs off the coast of newfoundland and labrador without environmental monitoring according to documents obtained by cbc news federal regulations require the pres 
270,"{'id': 'cbc-news', 'name': 'CBC News'}",Patrick Butler,offshore oil exploration in n l often occurs without wildlife monitoring,oil and gas exploration using powerful air guns shown to be harmful to marine life regularly occurs off the province s coast without environmental monitoring ,https://www.cbc.ca/news/canada/newfoundland-labrador/offshore-oil-exploration-environmental-monitoring-1.5322388,https://i.cbc.ca/1.5322391.1571225348!/fileImage/httpImage/image.jpg_gen/derivatives/16x9_620/california-whale.jpg,2019-10-16T12:30:00Z,oil and gas exploration using powerful air guns shown to be harmful to marine life regularly occurs off the coast of newfoundland and labrador without environmental monitoring according to documents obtained by cbc news federal regulations require the pres 
271,"{'id': None, 'name': 'Prnewswire.com'}",,blank rome attorney laura reathaford to lead lathrop gage s california employment labor practice,los angeles oct 9 2019 prnewswire lathrop gage announces leading employment labor attorney laura reathaford as its newest partner in the los angeles office joining from amlaw 100 firm blank rome llp reathaford will lead the employment labor prac,https://www.prnewswire.com/news-releases/blank-rome-attorney-laura-reathaford-to-lead-lathrop-gages-california-employment--labor-practice-300934978.html,https://mma.prnewswire.com/media/1008523/Lathrop_Gage_Laura_Reathaford.jpg?p=facebook,2019-10-09T20:00:00Z, i am excited to join lathrop gage for the opportunity it provides me to help develop the firm s impressive employment amp labor practice by expanding its reach and influence among the los angeles area and throughout california said reathaford this fir 
272,"{'id': None, 'name': 'Nationalpost.com'}",The Canadian Press,author of study on red meat responds to critique of his previous ties to meat industry,disclosure rules require the author to reveal outside funding received within three years but critics said he should have disclosed later connections to the food industry,https://nationalpost.com/news/canada/scientist-responds-to-critique-of-industry-ties-after-publishing-study-on-red-meat,https://nationalpostcom.files.wordpress.com/2019/10/cpt101-the-canadian-press.jpg,2019-10-05T19:42:51Z,halifax a canadian researcher who co led a study that challenges well worn advice to limit meat consumption has responded to criticisms he should have disclosed past ties to the global meat and food industry dalhousie universitys bradley johnston said sa 
273,"{'id': None, 'name': 'Ottawacitizen.com'}","Christina Spencer, Ottawa Citizen",charlebois if youre a meat lover hug a vegan heres why ,some people think it s all a dietary cult but vegans contribution to our public discourse about proteins should not be taken lightly ,https://ottawacitizen.com/opinion/columnists/charlebois-if-youre-a-meat-lover-hug-a-vegan-heres-why,https://postmediaottawacitizen2.files.wordpress.com/2019/10/1101_oped_charlebois-w.jpg,2019-10-31T14:07:58Z,friday nov 1 is world vegan day canada is home to about 470 000 vegans according to a recent dalhousie university survey the number has not increased significantly in recent years anyone who has lived a vegan lifestyle will tell you that it is amazingly 
274,"{'id': None, 'name': 'Pbs.org'}",Nsikan Akpan,should you eat more red meat ,despite new guidelines for red and processed meat the answer is still broadly no here s why nutritional studies are so confusing ,https://www.pbs.org/newshour/science/should-you-eat-more-red-meat,https://d3i6fh83elv35t.cloudfront.net/static/2019/10/RED-MEAT_GettyImages-1155949505-1024x683.jpg,2019-10-07T19:31:32Z,the ever changing nutrition recommendations we see in the news can be mystifying one day the story is coffee is good for us and then its bad for us reputable doctors say pregnant women can drink red wine and then another says hold up this spring over 
275,"{'id': None, 'name': 'Dailymail.co.uk'}",By Dr Michael Mosley For The Mail On Sunday,dr michael mosley reveals the truth about processed meat and cancer,in an effort to clarify the issues surrounding among other things red and processed meat the mail on sunday spoke to scientists who have devoted their careers to studying food and cancer ,https://www.dailymail.co.uk/health/article-7541923/Dr-Michael-Mosley-reveals-truth-processed-meat-cancer.html,https://i.dailymail.co.uk/1s/2019/10/05/22/19343800-0-image-a-10_1570312615501.jpg,2019-10-05T22:26:44Z,the news last week was enough to make anyone wonder what to believe about healthy eating for more than a decade government agencies have warned us to cut down on the red and processed meat we eat but last week as one reporter put it health chiefs have 
276,"{'id': None, 'name': 'Thestar.com'}",Jeremy Nuttall - Star Vancouver,long the green partys lone mp elizabeth may confident the hard work is about to pay off,as public climate crisis pressure mounts fundraising and polls suggest 2019 could be a breakout year for canadas green party ,https://www.thestar.com/news/federal-election/2019/10/09/long-the-green-partys-lone-mp-elizabeth-may-confident-the-hard-work-is-about-to-pay-off.html,https://images.thestar.com/m8k5th07VVJ9PlLTdQ121-x0sPk=/1200x800/smart/filters:cb(1570665204022)/https://www.thestar.com/content/dam/thestar/news/federal-election/2019/10/09/long-the-green-partys-lone-mp-elizabeth-may-confident-the-hard-work-is-about-to-pay-off/elizabeth_may.jpg,2019-10-09T23:53:23Z,vancouver islandmost people dont find the lineup for the brentwood bay ferry terminal to be a relaxing place but for elizabeth mays aides weary after three long hard days of campaigning the 40 minute wait provides a welcome respite their boss is anot 
277,"{'id': 'financial-post', 'name': 'Financial Post'}",Gabriel Friedman,battling battery cell scarcity and manufacturing hiccups tesla quietly buys ontario automation firm,richmond hill based hibar systems ltd which specializes in building complex high speed integrated battery assembly lines now a subsidiary of tesla,https://business.financialpost.com/technology/battling-battery-cell-scarcity-and-manufacturing-hiccups-tesla-quietly-buys-ontario-automation-firm,https://financialpostcom.files.wordpress.com/2019/10/tesla.jpg,2019-10-08T18:46:35Z,tesla inc has quietly acquired an ontario based battery manufacturer in its latest investment in canada richmond hill based hibar systems ltd which specializes in building complex high speed integrated battery assembly lines is now a subsidiary of the 
278,"{'id': None, 'name': 'Mmo-champion.com'}",Doctor Amadeus,meat is good for you and safe but wait ,honestly i have been keeping an eye on this for some years and limiting meat and processed foods more recently even though reports like the above suggest that wasn t necessary but now it seems as if the conventional science was correct and that limiting mea,https://www.mmo-champion.com/threads/2513286-Meat-is-good-for-you-and-safe-but-wait?p=51677533#post51677533,,2019-10-06T16:55:09Z,scientist who discredited meat guidelines didn t report past food industry tiesa surprising new study challenged decades of nutrition advice and gave consumers the green light to eat more red and processed meat but what the study didnt say is that its lead a 
