source,author,title,description,url,urlToImage,publishedAt,content
"{'id': None, 'name': 'Vancouverisawesome.com'}",Jeremy Hainsworth,Priest sexual assault allegations civil case starts in Vancouver,A 42-year-old case of allegations of sexual assault by a Kamloops priest against a grieving woman is being heard in B.C. Supreme Court.,https://www.vancouverisawesome.com/2019/10/07/priest-sexual-assault-civil-case-vancouver/,https://assets.vancouverisawesome.com/wp-content/uploads/2019/10/07145353/rosemary-anderson.jpg,2019-10-07T21:54:34Z,"Rosemary Anderson at B.C. Supreme Court on Mon. Oct. 7, 2019. Photo by Jeremy Hainsworth/Glacier Media
A 42-year-old case of allegations of sexual assault by a Kamloops priest against a grieving woman and the dioceses responsibility in the situation is not a… [+2932 chars]"
"{'id': None, 'name': 'Governmentslaves.news'}",newsguy76,NY Times: Scientist Who Discredited Meat Guidelines Didn’t Report Past Food Industry Ties,An unexpected new study challenged decades of nutrition advice and gave consumers the green light to eat more red and processed meat. But the study didn’t disclose that the lead author has past tie…,https://governmentslaves.news/2019/10/10/ny-times-scientist-who-discredited-meat-guidelines-didnt-report-past-food-industry-ties/,https://s0.wp.com/i/blank.jpg,2019-10-10T17:24:26Z,"An unexpected new study challenged decades of nutrition 
advice and gave consumers the green light to eat more red and processed 
meat. But the study didnt disclose that the lead author has past ties 
to the global meat and food industry.
Dalhousie
 Univ… [+3086 chars]"
"{'id': None, 'name': 'Kdnuggets.com'}",mtdearing,Intro to Adversarial Machine Learning and Generative Adversarial Networks,"In this crash course on GANs, we explore where they fit into the pantheon of generative models, how they've changed over time, and what the future has in store for this area of machine learning.",https://www.kdnuggets.com/2019/10/adversarial-machine-learning-generative-adversarial-networks.html,https://www.kdnuggets.com/wp-content/uploads/Martin-intro-to-GANs_fig3.jpg,2019-10-23T16:00:08Z,"By Andrew Martin, Head of Data at Looka (formerly Logojoy).
Machine learning is an ever-evolving field, so it can be easy to feel like you're out of the loop on the latest developments changing the world this week. One of those emerging areas that have been … [+13667 chars]"
"{'id': None, 'name': 'Thestar.com'}",The Canadian Press,Scientist responds to critique of industry ties after publishing study on red meat,"Bradley Johnston said it has been almost five years since he received money from the International Life Sciences Institute, an industry trade group — and he has cut all ties since.",https://www.thestar.com/news/canada/2019/10/05/scientist-responds-to-critique-of-industry-ties-after-publishing-study-on-red-meat.html,https://images.thestar.com/aYjkhXmQyHNgyM1lLEVYs59ekcM=/1200x841/smart/filters:cb(1570297646727)/https://www.thestar.com/content/dam/thestar/news/canada/2019/10/05/scientist-responds-to-critique-of-industry-ties-after-publishing-study-on-red-meat/red_meat_fallout.jpg,2019-10-05T17:47:26Z,"HALIFAX— A Canadian researcher who co-led a study that challenges well-worn advice to limit meat consumption has responded to criticisms he should have disclosed past ties to the global meat and food industry.
Dalhousie University’s Bradley Johnston said Sat… [+1446 chars]"
"{'id': 'cbc-news', 'name': 'CBC News'}",Michelle McQuigge,"Zero-tolerance policies aimed at stopping bullying not working, experts say","The shocking death of a 14-year-old Ontario boy who was stabbed outside his high school raises questions about the effectiveness of the anti-bullying campaigns that have gained prominence in Canada in recent years, those with expertise in the matter said Thur…",https://www.cbc.ca/news/canada/toronto/ontario-schools-bullying-1.5317251,https://i.cbc.ca/1.4906740.1542295079!/fileImage/httpImage/image.jpg_gen/derivatives/16x9_620/sextortion-cyber-bullying.jpg,2019-10-10T22:56:10Z,"The shocking death of a 14-year-old Ontario boy who was stabbed outside his high school raises questions about the effectiveness of the anti-bullying campaigns that have gained prominence in Canada in recent years, those with expertise in the matter said Thur… [+3843 chars]"
"{'id': None, 'name': 'Livemint.com'}",IANS,"From phones to Tesla cars, lithium-ion batteries come of age",The Li-ion technology is currently the best performing technology for energy storage based on batteries.Li-ion batteries are used in small electronics and are also the best options for electric cars,https://www.livemint.com/companies/news/from-phones-to-tesla-cars-lithium-ion-batteries-come-of-age-11570626526734.html,https://images.livemint.com/img/2019/10/09/600x338/940751d5b05c4cdc8215652dbd68f086-940751d5b05c4cdc8215652dbd68f086-1_1570626723969_1570626742970.jpg,2019-10-09T13:13:58Z,"NEW DELHI :
Be it smartphones, notebooks or electric cars, lithium-ion batteries have revolutionized our world, laying the foundation for a wireless, fossil fuel-free society, the Royal Swedish Academy of Sciences said on Wednesday while awarding the 2019 No… [+3507 chars]"
"{'id': None, 'name': 'Npr.org'}",Barbara Mantel,Canada's Decision To Make Public More Clinical Trial Data Puts Pressure On FDA,The U.S. Food and Drug Administration treats most data it gets on the development of new drugs and medical devices as confidential to companies. Critics say making the data public would help patients.,https://www.npr.org/sections/health-shots/2019/10/11/769348119/canadas-decision-to-make-public-more-clinical-trial-data-puts-pressure-on-fda,https://media.npr.org/assets/img/2019/10/11/gettyimages-1028359450_wide-4425db183a7ce43bf95f650a27efe8699d57d024.jpg?s=1400,2019-10-11T18:18:25Z,"Already, Health Canada has posted safety and efficacy data online for four newly approved drugs; it plans to release reports for another 13 drugs and three medical devices approved or rejected since March.
Teerapat Seedafong/EyeEm/Getty Images
Last March, C… [+13580 chars]"
"{'id': 'cbc-news', 'name': 'CBC News'}",Jonathon Gatehouse,What lies beneath: 3 things to watch for in the election results,"The federal election outcome seems uncertain, but the forces that will shape the results are clear enough.",https://www.cbc.ca/news/politics/finding-meaning-in-canada-election-1.5327310,https://i.cbc.ca/1.5324912.1571339325!/fileImage/httpImage/image.jpg_gen/derivatives/16x9_620/sign-vote-cast-ballot-whoever-you-want-ottawa-federal-election-2019.jpg,2019-10-21T08:00:06Z,"Forty-one days.
It was the length of the latest tour
 of 80's rockers Tears for Fears. And the purported duration of a religiously-motivated fast by a Nigerian University student. (He ended up in hospital
.)
It's exactly how long a Florida man spent in cu… [+6377 chars]"
"{'id': None, 'name': 'Dailymail.co.uk'}",By Ian Fletcher For The Daily Mail,Sales of rashers PLUNGE by more than £1m a week last year,Supermarket sales dropped £56.8million in the last year to July. Figures from analysts Kantar show total sales fell 4.7 per cent to £1.2billion. Own-label bacon sales were down 6 per cent.,https://www.dailymail.co.uk/news/article-7544405/Sales-rashers-PLUNGE-1m-week-year.html,https://i.dailymail.co.uk/1s/2019/10/06/23/19373896-0-image-a-76_1570401868780.jpg,2019-10-06T22:46:43Z,"Its been a staple of the traditional British breakfast for decades.
But it seems bacon is finally losing its sizzle as sales of rashers plunged by more than £1million a week last year.
Concerns over cancer links and the rise of vegetarianism are believed to… [+1650 chars]"
"{'id': 'cbc-news', 'name': 'CBC News'}",The Canadian Press,N.S. names committee members to advise on ecological forest management,The committee will advise the minister of Lands and Forestry and help residents understand forestry decisions.,https://www.cbc.ca/news/canada/nova-scotia/nova-scotia-forest-advisory-committee-1.5326155,https://i.cbc.ca/1.5234660.1564763407!/fileImage/httpImage/image.jpg_gen/derivatives/16x9_620/annapolis-county-crown-land-forest.jpg,2019-10-18T16:48:43Z,"Nova Scotia's Lands and Forestry minister has appointed 14 people to an advisory committee on ecological forest management.
Those appointed by Iain Rankin represent environmental groups, industry, the Mi'kmaq and academia.
Rankin says the committee will hel… [+2512 chars]"
"{'id': 'cbc-news', 'name': 'CBC News'}",CBC News,"Giving blood pressure and other essential medicines free improves health, trial shows","Giving people free medications helps makes them healthier, a Canadian randomized trial proves.",https://www.cbc.ca/news/health/medications-free-persaud-1.5312530,https://i.cbc.ca/1.5312541.1570482684!/fileImage/httpImage/image.jpg_gen/derivatives/16x9_620/beulah-jarvis.jpg,2019-10-07T22:34:53Z,"When people who couldn't afford essential medications to lower blood pressure or control diabetes received the treatments free, their health improved, according to a randomized trial that could inform Canada's pharmacare discussion.
Medicines are not univers… [+2928 chars]"
"{'id': None, 'name': 'Discovermagazine.com'}",Jennifer Walter,New Battery Could Charge an Electric Car in 10 Minutes,"A new design for lithium-ion batteries could dramatically reduce charging times. (Credit: buffaloboy/Shutterstock) Forget the 10 hours it can take to charge your Tesla Model X. A new battery, created by researchers at Penn State, can complete a charge in as l…",https://blogs.discovermagazine.com/blog/2019/10/30/new-battery-could-charge-an-electric-car-in-10-minutes/,http://blogs.discovermagazine.com/d-brief/files/2019/10/Electric-Vehicle.jpg,2019-10-30T21:12:28Z,"A new design for lithium-ion batteries could dramatically reduce charging times. (Credit: buffaloboy/Shutterstock)
Forget the 10 hours it can take to charge your Tesla Model X. A new battery, created by researchers at Penn State, can complete a charge in as … [+2842 chars]"
"{'id': 'cbc-news', 'name': 'CBC News'}",Brett Ruskin,Sinkhole investigation launched on Trans-Canada Highway near Oxford,"Last month, a CBC News investigation showed indications that the Trans-Canada Highway near Oxford, N.S., was built over a sinkhole. Now, the provincial government has launched its own investigation.",https://www.cbc.ca/news/canada/nova-scotia/oxford-trans-canada-highway-sinkhole-nova-scotia-investigation-1.5313416,https://i.cbc.ca/1.5313433.1570623622!/fileImage/httpImage/image.jpg_gen/derivatives/16x9_620/oxford-sinkhole-drilling-investigation.jpg,2019-10-09T15:00:00Z,"The Nova Scotia government has launched an investigation into possible sinkhole activity beneath the Trans-Canada Highway near the town of Oxford, a key transportation link between the province and the rest of Canada.
This comes two weeks after CBC News publ… [+2469 chars]"
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",IANS,"From phones to Tesla cars, lithium-ion batteries come of age",The Li-ion technology is currently the best performing technology for energy storage based on batteries.,https://economictimes.indiatimes.com/news/science/from-phones-to-tesla-cars-lithium-ion-batteries-come-of-age/articleshow/71505459.cms,"https://img.etimg.com/thumb/msid-71505581,width-1070,height-580,imgsize-838112,overlay-economictimes/photo.jpg",2019-10-09T11:58:29Z,"NEW DELHI: Be it smartphones, notebooks or electric cars, lithium-ion batteries have revolutionized our world, laying the foundation for a wireless, fossil fuel-free society, the Royal Swedish Academy of Sciences said on Wednesday while awarding the 2019 Nobe… [+3379 chars]"
"{'id': None, 'name': 'Stuff.co.nz'}",LAURA REILEY,Study showing there's no need to cut red meat has link to beef industry,Researchers who rocked the nutrition world are slammed for not revealing funding.,https://www.stuff.co.nz/business/farming/116616865/study-showing-theres-no-need-to-cut-red-meat-has-link-to-beef-industry,https://resources.stuff.co.nz/content/dam/images/1/x/f/i/l/v/image.related.StuffLandscapeSixteenByNine.1420x800.1xfi5d.png/1571175496920.jpg,2019-10-15T21:38:16Z,"The nutrition research group whose recent study drew heavy attention for downplaying the risks of red meat has received funding from a university programme partially backed by the beef industry.
 The study in the well-respected Annals of Internal Medicine ro… [+8080 chars]"
"{'id': None, 'name': 'Lrb.co.uk'}",Neal Ascherson,Neal Ascherson: Max Beaverbrook’s Mediations,"‘It’s a disgusting case – her face lights up whenever that animated little deformity so much as turns to her.’ This was Diana Manners, writing to her fiancé, Duff Cooper, in 1919. ‘Her’ was Venetia Montagu, the light of Herbert Asquith’s life when he was prim…",https://www.lrb.co.uk/v41/n20/neal-ascherson/ask-anyone-in-canada,https://cdn.lrb.co.uk/assets/covers/q/cov4120.jpg?1571082738,2019-10-16T23:05:17Z,"Its a disgusting case her face lights up whenever that animated little deformity so much as turns to her. This was Diana Manners, writing to her fiancé, Duff Cooper, in 1919. Her was Venetia Montagu, the light of Herbert Asquiths life when he was prime minist… [+27939 chars]"
"{'id': 'cbc-news', 'name': 'CBC News'}",David Burke,"Candidates are scrubbing their digital pasts, but is that ethical?","Some candidates running for office have taken to erasing unwanted bits of their online history, while some political hopefuls shut down social media accounts. But is it the ethical thing to do?",https://www.cbc.ca/news/canada/nova-scotia/social-media-election-ethics-politics-1.5314878,https://i.cbc.ca/1.5314968.1570643036!/fileImage/httpImage/image.jpg_gen/derivatives/16x9_620/deleting-twitter.jpg,2019-10-13T09:00:00Z,"A little editing here and a bit of deleting there, some candidates running for office have taken to scrubbing away unwanted bits of their online history, while some political hopefuls shut down social media accounts.
But is that ethical?
""Of course candidat… [+3663 chars]"
"{'id': 'cbc-news', 'name': 'CBC News'}",Emma Smith,Hey Barack! Grade 9 student invites former president to her after-school program,Thirteen-year-old Eve Wedderburn posted a video on Twitter asking Barack Obama to visit her after-school program when he's in the city next month.,https://www.cbc.ca/news/canada/nova-scotia/eve-wedderburn-grade-9-barack-obama-african-nova-scotian-youth-stem-1.5339776,https://i.cbc.ca/1.5339778.1572372730!/fileImage/httpImage/image.jpg_gen/derivatives/16x9_620/eve-wedderburn.jpg,2019-10-29T19:56:13Z,"A Halifax teen has sent a special invitation to her role model, Barack Obama, who's visiting the city next month.
Eve Wedderburn, a Grade 9 student at Oxford Junior High School, posted a video on Twitter asking the former U.S. president to join her on a tour… [+3016 chars]"
"{'id': 'cbc-news', 'name': 'CBC News'}",Jonathon Gatehouse,History suggests Andrew Scheer's interprovincial free-trade promise is destined to fail,Conservative leader Andrew Scheer has already set a date for a premiers meeting on interprovincial free trade. But the cross-country barriers will be difficult to dismantle.,https://www.cbc.ca/news/politics/scheer-provincial-free-trade-challenges-1.5321887,https://i.cbc.ca/1.5321916.1571173730!/fileImage/httpImage/image.jpg_gen/derivatives/16x9_620/fedelxn-campaign-20191015.jpg,2019-10-16T08:00:13Z,"The date has been set, even if the formal invitations have yet to be sent out. 
Now all that remains is for Andrew Scheer to find a way to deliver on a promise that has eluded every Canadian prime minister since Confederation.
On Tuesday, the Conservative l… [+5991 chars]"
"{'id': 'cbc-news', 'name': 'CBC News'}",Sophia Harris,"Beyond Meat drops claims that eating meat ups risk of heart disease, cancer","Beyond Meat has dropped from its website statistics about the health risks of eating meat. The move follows criticism from experts about the company's health claims, but Beyond Meat said it's simply updating its site.",https://www.cbc.ca/news/business/beyond-meat-health-risks-cattle-farmers-a-w-1.5316407,https://i.cbc.ca/1.4513626.1570736593!/fileImage/httpImage/image.jpg_gen/derivatives/16x9_620/beyond-meat-burger.jpg,2019-10-13T08:00:00Z,"Beyond Meat has dropped from its website scary statistics about the health risks of eating meat that had been posted for months.
The move follows complaints from critics that Beyond Meat was marketing its vegetarian burger as healthier than meat without the … [+4611 chars]"
"{'id': None, 'name': 'Seekingalpha.com'}",Matt Bohlsen,Lithium Miners News For The Month Of October 2019,Lithium prices were generally slightly lower in September. Lithium market news - Demand crash on the EV highway hits battery metals. Goldman Sachs says investor,https://seekingalpha.com/article/4299084-lithium-miners-news-month-october-2019,https://static.seekingalpha.com/uploads/2019/10/24/37628986-15718979764367988.png,2019-10-25T14:15:33Z,Welcome to the October 2019 edition of the lithium miner news. This past month saw generally slightly lower lithium prices and some forecasts that lithium prices could go even lower not helped by the recent EV sales slowdown and lithium oversupply. There was … [+27424 chars]
"{'id': None, 'name': 'Nationalobserver.com'}",The Canadian Press,Scientist responds to critique of industry ties after publishing study on red meat,A Canadian researcher who co-led a study that challenges well-worn advice to limit meat consumption has responded to criticisms he should have disclosed past ties to the global meat and food industry.,https://www.nationalobserver.com/2019/10/07/news/scientist-responds-critique-industry-ties-after-publishing-study-red-meat,https://www.nationalobserver.com/sites/nationalobserver.com/files/img/2019/10/05/cpt10122897.jpg,2019-10-07T13:02:36Z,"A Canadian researcher who co-led a study that challenges well-worn advice to limit meat consumption has responded to criticisms he should have disclosed past ties to the global meat and food industry.
Dalhousie University's Bradley Johnston said Saturday tha… [+1303 chars]"
"{'id': 'cbc-news', 'name': 'CBC News'}",Jessica Deer,"Underfunded and under-resourced, Indigenous police services struggle with MMIWG cases",Three reports published this year call on structural and funding changes to Indigenous policing as many forces struggle to meet their communities' safety and security needs.,https://www.cbc.ca/news/indigenous/mmiwg-indigenous-policing-program-1.5339727,https://i.cbc.ca/1.5339732.1572384776!/fileImage/httpImage/image.jpg_gen/derivatives/16x9_620/tiffany-morrison-sign.jpg,2019-10-30T08:00:00Z,"Chronic underfunding and a lack of resources and access to training has hampered the ability of Indigenous police forces to properly investigate violence against Indigenous women and girls.
It's one of the many findings of the national inquiry into missing a… [+7943 chars]"
"{'id': 'cbc-news', 'name': 'CBC News'}",Carolyn Ray,Nova Scotia's only fertility clinic now offering egg storage,"Women who think they may want to have a baby in the future can finally have their eggs stored in Nova Scotia's only fertility clinic. And while the option comes at a steep cost, advocates say it opens doors for more families.",https://www.cbc.ca/news/canada/nova-scotia/halifax-fertility-clinic-offering-egg-storage-1.5331438,https://i.cbc.ca/1.5331453.1571789530!/fileImage/httpImage/image.jpg_gen/derivatives/16x9_620/embryology-lab.jpg,2019-10-23T09:00:00Z,"Women who think they may want to have a baby in the future can now have their eggs stored in Nova Scotia's only fertility clinic.
And while the option comes at a steep cost, advocates say it opens doors for more families.
""We've received over 20 calls in th… [+3814 chars]"
"{'id': 'cbc-news', 'name': 'CBC News'}",Richard Cuthbertson,Delays likely as protest Monday morning expected to shut down Macdonald Bridge,"Buses are being rerouted and commuters crossing Halifax harbour will likely face lengthy delays Monday morning as environmental activists move to close down the Macdonald Bridge, one of the city’s most important traffic arteries.",https://www.cbc.ca/news/canada/nova-scotia/macdonald-bridge-halifax-climate-change-1.5310569,https://i.cbc.ca/1.4902943.1542129467!/fileImage/httpImage/image.jpg_gen/derivatives/16x9_620/foggy-macdonald-bridge-dartmouth.jpg,2019-10-06T18:51:05Z,"A climate change protest Monday morning on the Macdonald Bridge is expected to cause headaches for thousands of people trying to make their way from Dartmouth to downtown Halifax.
Buses are being rerouted and there is the potential of gridlock as traffic shi… [+4765 chars]"
"{'id': None, 'name': 'Nationalpost.com'}",Chris Selley,"Chris Selley: In the internet age, all political candidates have moved into glass houses","As more people enter politics with searchable records of their entire lives available to their opponents, we approach a mutually-assured-destruction scenario",https://nationalpost.com/news/politics/election-2019/chris-selley-in-the-internet-age-all-political-candidates-have-moved-into-glass-houses,https://nationalpostcom.files.wordpress.com/2019/10/jaime.jpg,2019-10-07T22:51:39Z,"By refusing this week to jettison Jaime Battiste, the Liberal candidate in Sydney-Victoria, N.S., Justin Trudeau almost looked like he was finally throwing in the towel on the feminist, progressive persona he deployed to such effect leading up to 2015. After … [+4202 chars]"
"{'id': None, 'name': 'Nba.com'}",,Sacramento Kings Announce Basketball Operations Additions and Promotions,The Sacramento Kings announced today staff additions and promotions within the basketball operations department for the 2019-20 NBA season.,https://www.nba.com/kings/news/sacramento-kings-announce-basketball-operations-additions-and-promotions,https://www.nba.com/kings/sites/kings/files/releasegeneric_lrg_2_7.jpg?cw=700&ch=500&w=906&h=500&x=103&y=0,2019-10-10T21:27:43Z,"The Sacramento Kings announced today staff additions and promotions within the basketball operations department for the 2019-20 NBA season.
New additions include Craig Slaunwhite as Head of Performance, Tommy Brice and Aisling Toolan as Physical Therapists, … [+7799 chars]"
"{'id': 'cbc-news', 'name': 'CBC News'}",Patrick Butler,Offshore oil exploration in N.L. often occurs without wildlife monitoring,Oil and gas exploration using powerful air guns shown to be harmful to marine life regularly occurs off the province's coast without environmental monitoring.,https://www.cbc.ca/news/canada/newfoundland-labrador/offshore-oil-exploration-environemental-monitoring-1.5322388,https://i.cbc.ca/1.5322391.1571225348!/fileImage/httpImage/image.jpg_gen/derivatives/16x9_620/california-whale.jpg,2019-10-16T12:30:00Z,"Oil and gas exploration using powerful air guns shown to be harmful to marine life regularly occurs off the coast of Newfoundland and Labrador without environmental monitoring, according to documents obtained by CBC News.
Federal regulations require the pres… [+5114 chars]"
"{'id': 'cbc-news', 'name': 'CBC News'}",Patrick Butler,Offshore oil exploration in N.L. often occurs without wildlife monitoring,Oil and gas exploration using powerful air guns shown to be harmful to marine life regularly occurs off the province's coast without environmental monitoring.,https://www.cbc.ca/news/canada/newfoundland-labrador/offshore-oil-exploration-environmental-monitoring-1.5322388,https://i.cbc.ca/1.5322391.1571225348!/fileImage/httpImage/image.jpg_gen/derivatives/16x9_620/california-whale.jpg,2019-10-16T12:30:00Z,"Oil and gas exploration using powerful air guns shown to be harmful to marine life regularly occurs off the coast of Newfoundland and Labrador without environmental monitoring, according to documents obtained by CBC News.
Federal regulations require the pres… [+5116 chars]"
"{'id': None, 'name': 'Prnewswire.com'}",,Blank Rome Attorney Laura Reathaford To Lead Lathrop Gage's California Employment & Labor Practice,"LOS ANGELES, Oct. 9, 2019 /PRNewswire/ -- Lathrop Gage announces leading Employment & Labor attorney Laura Reathaford as its newest Partner in the Los Angeles office. Joining from AmLaw 100 firm Blank Rome LLP, Reathaford will lead the Employment & Labor prac…",https://www.prnewswire.com/news-releases/blank-rome-attorney-laura-reathaford-to-lead-lathrop-gages-california-employment--labor-practice-300934978.html,https://mma.prnewswire.com/media/1008523/Lathrop_Gage_Laura_Reathaford.jpg?p=facebook,2019-10-09T20:00:00Z,"""I am excited to join Lathrop Gage for the opportunity it provides me to help develop the firm's impressive Employment &amp; Labor practice, by expanding its reach and influence among the Los Angeles area and throughout California,"" said Reathaford. ""This fir… [+1778 chars]"
"{'id': None, 'name': 'Nationalpost.com'}",The Canadian Press,Author of study on red meat responds to critique of his previous ties to meat industry,"Disclosure rules require the author to reveal outside funding received within three years, but critics said he should have disclosed later connections to the food industry",https://nationalpost.com/news/canada/scientist-responds-to-critique-of-industry-ties-after-publishing-study-on-red-meat,https://nationalpostcom.files.wordpress.com/2019/10/cpt101-the-canadian-press.jpg,2019-10-05T19:42:51Z,"HALIFAX — A Canadian researcher who co-led a study that challenges well-worn advice to limit meat consumption has responded to criticisms he should have disclosed past ties to the global meat and food industry.
Dalhousie University’s Bradley Johnston said Sa… [+1252 chars]"
"{'id': None, 'name': 'Ottawacitizen.com'}","Christina Spencer, Ottawa Citizen","Charlebois: If you’re a meat lover, hug a vegan. Here’s why.",Some people think it's all a dietary cult. But vegans’ contribution to our public discourse about proteins should not be taken lightly.,https://ottawacitizen.com/opinion/columnists/charlebois-if-youre-a-meat-lover-hug-a-vegan-heres-why,https://postmediaottawacitizen2.files.wordpress.com/2019/10/1101_oped_charlebois-w.jpg,2019-10-31T14:07:58Z,"Friday, Nov. 1 is World Vegan Day. Canada is home to about 470,000 vegans, according to a recent Dalhousie University survey; the number has not increased significantly in recent years. Anyone who has lived a vegan lifestyle will tell you that it is amazingly… [+4938 chars]"
"{'id': None, 'name': 'Pbs.org'}",Nsikan Akpan,Should you eat more red meat?,"Despite new guidelines for red and processed meat, the answer is still broadly no. Here's why nutritional studies are so confusing.",https://www.pbs.org/newshour/science/should-you-eat-more-red-meat,https://d3i6fh83elv35t.cloudfront.net/static/2019/10/RED-MEAT_GettyImages-1155949505-1024x683.jpg,2019-10-07T19:31:32Z,"The ever-changing nutrition recommendations we see in the news can be mystifying. 
One day, the story is coffee is good for us, and then its bad for us. Reputable doctors say pregnant women can drink red wine, and then another says hold up. This spring, over… [+17025 chars]"
"{'id': None, 'name': 'Dailymail.co.uk'}",By Dr Michael Mosley For The Mail On Sunday,Dr Michael Mosley reveals the truth about processed meat and cancer,"In an effort to clarify the issues surrounding, among other things, red and processed meat, the Mail on Sunday spoke to scientists who have devoted their careers to studying food and cancer.",https://www.dailymail.co.uk/health/article-7541923/Dr-Michael-Mosley-reveals-truth-processed-meat-cancer.html,https://i.dailymail.co.uk/1s/2019/10/05/22/19343800-0-image-a-10_1570312615501.jpg,2019-10-05T22:26:44Z,"The news last week was enough to make anyone wonder what to believe about healthy eating. 
For more than a decade, Government agencies have warned us to cut down on the red and processed meat we eat. But last week, as one reporter put it: Health chiefs have … [+38557 chars]"
"{'id': None, 'name': 'Thestar.com'}",Jeremy Nuttall - Star Vancouver,"Long the Green party’s lone MP, Elizabeth May confident the hard work is about to pay off","As public climate crisis pressure mounts, fundraising and polls suggest 2019 could be a breakout year for Canada’s Green party.",https://www.thestar.com/news/federal-election/2019/10/09/long-the-green-partys-lone-mp-elizabeth-may-confident-the-hard-work-is-about-to-pay-off.html,https://images.thestar.com/m8k5th07VVJ9PlLTdQ121-x0sPk=/1200x800/smart/filters:cb(1570665204022)/https://www.thestar.com/content/dam/thestar/news/federal-election/2019/10/09/long-the-green-partys-lone-mp-elizabeth-may-confident-the-hard-work-is-about-to-pay-off/elizabeth_may.jpg,2019-10-09T23:53:23Z,"VANCOUVER ISLAND—Most people don’t find the lineup for the Brentwood Bay ferry terminal to be a relaxing place, but for Elizabeth May’s aides, weary after three long hard days of campaigning, the 40-minute wait provides a welcome respite. 
Their boss is anot… [+7621 chars]"
"{'id': 'financial-post', 'name': 'Financial Post'}",Gabriel Friedman,"Battling ‘battery cell scarcity’ and manufacturing hiccups, Tesla quietly buys Ontario automation firm","Richmond Hill-based Hibar Systems Ltd., which specializes in building 'complex high speed integrated battery assembly lines,' now a subsidiary of Tesla",https://business.financialpost.com/technology/battling-battery-cell-scarcity-and-manufacturing-hiccups-tesla-quietly-buys-ontario-automation-firm,https://financialpostcom.files.wordpress.com/2019/10/tesla.jpg,2019-10-08T18:46:35Z,"Tesla Inc. has quietly acquired an Ontario-based battery manufacturer in its latest investment in Canada.
Richmond Hill-based Hibar Systems Ltd., which specializes in building “complex high speed integrated battery assembly lines,” is now a subsidiary of the… [+3568 chars]"
"{'id': None, 'name': 'Mmo-champion.com'}",Doctor Amadeus,Meat is good for you and safe but wait...,"Honestly I have been keeping an eye on this for some years and limiting meat and processed foods more recently, even though reports like the above suggest that wasn't necessary, but NOW it seems as if the conventional science was correct and that limiting mea…",https://www.mmo-champion.com/threads/2513286-Meat-is-good-for-you-and-safe-but-wait?p=51677533#post51677533,,2019-10-06T16:55:09Z,Scientist Who Discredited Meat Guidelines Didn't Report Past Food Industry TiesA surprising new study challenged decades of nutrition advice and gave consumers the green light to eat more red and processed meat. But what the study didnt say is that its lead a… [+2493 chars]
"{'id': None, 'name': 'Thestar.com'}",Christine Sismondo - Special to the Star,Meat vs. meatless? ‘Vegandale’ butcher insists there’s a third option,Is the possibility for a mindful relationship with meat getting lost in the meteoric rise of anti-meat sentiment?,https://www.thestar.com/life/food_wine/2019/10/07/meat-vs-meatless-vegandale-butcher-insists-theres-a-third-option.html,https://images.thestar.com/aDcPHI-Gprw7KuogzclBrcg7j2A=/1200x825/smart/filters:cb(1570469790556)/https://www.thestar.com/content/dam/thestar/life/food_wine/2019/10/07/meat-vs-meatless-vegandale-butcher-insists-theres-a-third-option/mainl1.jpg,2019-10-07T17:36:00Z,"Jacob Wharton-Shukster, owner of Chantecler, a popular Parkdale restaurant, took out a lease this summer on the shop next door to expand the business. Since all of his restaurant’s 26 seats are often full, you might think he’d be looking to make space for mor… [+6284 chars]"
"{'id': None, 'name': 'Nationalobserver.com'}",Michelle McQuigge,"Zero-tolerance policies aimed at stopping bullying not working, say experts","The shocking death of a 14-year-old Ontario boy who was stabbed outside his high school raises questions about the effectiveness of the anti-bullying campaigns that have gained prominence in Canada in recent years, those with expertise in the matter said on T…",https://www.nationalobserver.com/2019/10/11/news/zero-tolerance-policies-aimed-stopping-bullying-not-working-say-experts,https://www.nationalobserver.com/sites/nationalobserver.com/files/img/2019/10/10/clb10123650.jpg,2019-10-11T20:19:39Z,"The shocking death of a 14-year-old Ontario boy who was stabbed outside his high school raises questions about the effectiveness of the anti-bullying campaigns that have gained prominence in Canada in recent years, those with expertise in the matter said Thur… [+3841 chars]"
"{'id': None, 'name': 'Macleans.ca'}",Rosemary Counter,MBA Guide 2020: Programs in Atlantic Canada,"Specializations, fast-tracking, brand-new buildings: Our updated 2020 MBA guide The post MBA Guide 2020: Programs in Atlantic Canada appeared first on Macleans.ca.",https://www.macleans.ca/education/mba-programs-newfoundland-new-brunswick-prince-edward-island-nova-scotia-2020/,https://www.macleans.ca/wp-content/uploads/2019/10/MBA-SPECIALTY-ATLANTIC-01-580x326.jpg?21edb,2019-10-07T12:00:38Z,"Memorial University of NewfoundlandSt. Johns
Full time: 4 monthsPar time: 36+ monthsWork experience: 2 yearsTuition: $8,900
This September, Memorial will welcome its inaugural class in the new one-year social enterprise and entrepreneurship MBA program (MBA… [+4843 chars]"
